0,0,-347.0302879141454,-232.48793781660004
0,1,-347.0302879141454,-183.22022823308166
0,2,-347.0302879141454,-264.8169447975346
0,3,-347.0302879141454,-301.53370231935577
0,4,-347.0302879141454,-242.90604815535346
0,5,-347.0302879141454,-287.2022407197736
0,6,-347.0302879141454,-165.86064835599407
0,7,-347.0302879141454,-90.86992042628533
0,8,-347.0302879141454,-339.3472800033536
1,0,-438.0602026783727,-323.1755393502634
1,1,-438.0602026783727,-418.0344007438268
1,2,-438.0602026783727,-247.15269233443325
1,3,-438.0602026783727,-488.41163991926084
1,4,-438.0602026783727,-433.12450185070577
1,5,-438.0602026783727,-371.89545375553746
1,6,-438.0602026783727,-422.04308339630757
1,7,-438.0602026783727,-318.29894465448916
1,8,-438.0602026783727,-456.93647174992986
2,0,-314.94802821954096,-135.48366159919345
2,1,-314.94802821954096,-135.37908196090612
2,2,-314.94802821954096,-304.1108896660774
2,3,-314.94802821954096,-244.08134269921663
2,4,-314.94802821954096,-344.1917646225779
2,5,-314.94802821954096,-188.8179562421693
2,6,-314.94802821954096,-256.4166363476066
2,7,-314.94802821954096,-305.618799025579
2,8,-314.94802821954096,-322.8876643403574
3,0,-385.069868474903,-198.64174612440428
3,1,-385.069868474903,-237.00130667214867
3,2,-385.069868474903,-122.62193834524841
3,3,-385.069868474903,-294.0199878648694
3,4,-385.069868474903,-252.46133276017645
3,5,-385.069868474903,-331.82434372137527
3,6,-385.069868474903,-130.41625587798248
3,7,-385.069868474903,-256.77544473028087
3,8,-385.069868474903,-209.22354040162253
4,0,-305.2883972134383,-181.8362170650706
4,1,-305.2883972134383,-246.06384075756637
4,2,-305.2883972134383,-93.19047434518441
4,3,-305.2883972134383,-101.24338936153045
4,4,-305.2883972134383,-194.82658918503617
4,5,-305.2883972134383,-136.58864027996572
4,6,-305.2883972134383,-260.3734325899554
4,7,-305.2883972134383,-339.9658153541878
4,8,-305.2883972134383,-255.22506558474555
5,0,-315.49091338396767,-197.69401085124372
5,1,-315.49091338396767,-102.13243582136708
5,2,-315.49091338396767,-265.54663399127116
5,3,-315.49091338396767,-246.72123587105816
5,4,-315.49091338396767,-206.21286259075956
5,5,-315.49091338396767,-298.6969792263441
5,6,-315.49091338396767,-299.39194046262287
5,7,-315.49091338396767,-92.62293458912279
5,8,-315.49091338396767,-315.7513283300791
6,0,-333.9176034250455,-350.94208891950615
6,1,-333.9176034250455,-353.13248167864106
6,2,-333.9176034250455,-300.3641187586076
6,3,-333.9176034250455,-301.3214020362728
6,4,-333.9176034250455,-365.1872268058656
6,5,-333.9176034250455,-324.0399565532207
6,6,-333.9176034250455,-297.8702187211411
6,7,-333.9176034250455,-220.16490868615807
6,8,-333.9176034250455,-439.51837116646175
7,0,-310.42762524119917,-327.623730870197
7,1,-310.42762524119917,-276.6964248923762
7,2,-310.42762524119917,-228.51628191430987
7,3,-310.42762524119917,-316.3756027192337
7,4,-310.42762524119917,-407.37416343872525
7,5,-310.42762524119917,-343.76947794846944
7,6,-310.42762524119917,-110.62601153994675
7,7,-310.42762524119917,-333.98405508408183
7,8,-310.42762524119917,-279.7890050936925
8,0,-424.6212223121003,-350.2130850606913
8,1,-424.6212223121003,-391.5801640938252
8,2,-424.6212223121003,-204.99138893287113
8,3,-424.6212223121003,-359.08454128670564
8,4,-424.6212223121003,-383.9828111084386
8,5,-424.6212223121003,-175.35578433272852
8,6,-424.6212223121003,-192.02131381847502
8,7,-424.6212223121003,-277.5569899073649
8,8,-424.6212223121003,-206.55313831375364
9,0,-259.8203375468279,-263.3449832371214
9,1,-259.8203375468279,-221.91448806364755
9,2,-259.8203375468279,-133.7835748523827
9,3,-259.8203375468279,-251.54685998075422
9,4,-259.8203375468279,-177.90509553926483
9,5,-259.8203375468279,-282.87183057219045
9,6,-259.8203375468279,-199.0769426950771
9,7,-259.8203375468279,-247.76243680120638
9,8,-259.8203375468279,-587.135732833953
10,0,-225.93905763716486,-133.01271406941046
10,1,-225.93905763716486,-45.40968533314764
10,2,-225.93905763716486,-12.720422499314417
10,3,-225.93905763716486,-117.03223197371422
10,4,-225.93905763716486,-258.06843454302583
10,5,-225.93905763716486,-67.84597230840826
10,6,-225.93905763716486,-45.210025827282124
10,7,-225.93905763716486,-112.23502191588967
10,8,-225.93905763716486,-13.057803787424028
11,0,-271.65524539657537,-289.98805067354544
11,1,-271.65524539657537,-227.19201538918782
11,2,-271.65524539657537,-267.1289727949067
11,3,-271.65524539657537,-205.7746059333003
11,4,-271.65524539657537,-117.59232341714556
11,5,-271.65524539657537,-240.97847383361363
11,6,-271.65524539657537,-292.86497212204847
11,7,-271.65524539657537,-188.1339477003988
11,8,-271.65524539657537,-124.03631490814224
12,0,-258.5398968233653,-180.38206613953076
12,1,-258.5398968233653,-142.25149300574083
12,2,-258.5398968233653,-225.66587297982886
12,3,-258.5398968233653,-258.5398968233653
12,4,-258.5398968233653,-169.76659475261323
12,5,-258.5398968233653,-77.02132472165367
12,6,-258.5398968233653,-127.56866912787902
12,7,-258.5398968233653,-224.55513124339592
12,8,-258.5398968233653,-194.57996707137923
13,0,-329.4349227879085,-309.738578700191
13,1,-329.4349227879085,-504.30643308979654
13,2,-329.4349227879085,-192.12748800681487
13,3,-329.4349227879085,-127.50609911492364
13,4,-329.4349227879085,-255.84169361310836
13,5,-329.4349227879085,-326.95578665542814
13,6,-329.4349227879085,-167.91998508747082
13,7,-329.4349227879085,-72.782241873873
13,8,-329.4349227879085,-155.66985246519047
14,0,-257.2797143003091,-147.89346665090002
14,1,-257.2797143003091,-162.78257865052333
14,2,-257.2797143003091,-38.29914254123142
14,3,-257.2797143003091,-234.68939716343354
14,4,-257.2797143003091,-201.9172207151713
14,5,-257.2797143003091,-205.38179422295417
14,6,-257.2797143003091,-230.27283235208745
14,7,-257.2797143003091,-286.4033630358275
14,8,-257.2797143003091,-554.5869894934549
15,0,-442.236248767503,-303.4146184290539
15,1,-442.236248767503,-34.96440306196208
15,2,-442.236248767503,-487.41268730807775
15,3,-442.236248767503,-327.29197200206283
15,4,-442.236248767503,-429.2379039631938
15,5,-442.236248767503,-144.76028509205858
15,6,-442.236248767503,-366.3557406030403
15,7,-442.236248767503,-197.32299197403347
15,8,-442.236248767503,-36.585724763046066
16,0,-372.9348951691309,-208.55268963746389
16,1,-372.9348951691309,-66.6157584107662
16,2,-372.9348951691309,-151.59542551233386
