16,3,-372.9348951691309,-195.41666454090247
16,4,-372.9348951691309,-324.9163472575649
16,5,-372.9348951691309,-156.6172298017607
16,6,-372.9348951691309,-77.71947819520105
16,7,-372.9348951691309,-42.028822370880924
16,8,-372.9348951691309,-196.64231055364488
17,0,-300.1564946128312,-30.75117584487978
17,1,-300.1564946128312,-213.1208197929981
17,2,-300.1564946128312,-296.60365346854024
17,3,-300.1564946128312,-292.3520693324618
17,4,-300.1564946128312,-247.34678301195177
17,5,-300.1564946128312,-322.87498306937886
17,6,-300.1564946128312,-74.93193471260615
17,7,-300.1564946128312,-300.1564946128312
17,8,-300.1564946128312,-99.5263899617176
18,0,-276.0913027353806,-61.00367324171007
18,1,-276.0913027353806,-236.27021151239944
18,2,-276.0913027353806,-139.5502643093906
18,3,-276.0913027353806,-276.0913027353806
18,4,-276.0913027353806,-489.89865882353087
18,5,-276.0913027353806,-21.37182969933168
18,6,-276.0913027353806,-200.49347916412162
18,7,-276.0913027353806,-331.63884156260696
18,8,-276.0913027353806,-21.235087150530966
19,0,-282.6889717682439,-285.4199803458651
19,1,-282.6889717682439,-262.0590629399744
19,2,-282.6889717682439,-139.81708912706674
19,3,-282.6889717682439,-131.32746138457918
19,4,-282.6889717682439,-6.610102811902679
19,5,-282.6889717682439,-385.26476649941696
19,6,-282.6889717682439,-199.38975950791732
19,7,-282.6889717682439,-257.6383536986215
19,8,-282.6889717682439,-59.78810872733263
20,0,-329.00360235336836,-248.1974445606062
20,1,-329.00360235336836,-64.93443365032778
20,2,-329.00360235336836,-329.2485890413137
20,3,-329.00360235336836,-384.07081599636393
20,4,-329.00360235336836,-182.93312329245097
20,5,-329.00360235336836,-333.4336186756999
20,6,-329.00360235336836,-160.95486203256002
20,7,-329.00360235336836,-552.8355473719259
20,8,-329.00360235336836,-31.853694296241734
22,0,-331.23221972473556,-285.3184243120991
22,1,-331.23221972473556,-292.3310902482514
22,2,-331.23221972473556,-270.41440710227477
22,3,-331.23221972473556,-171.1764438401948
22,4,-331.23221972473556,-400.45622879280177
22,5,-331.23221972473556,-347.59707169335394
22,6,-331.23221972473556,-338.1370299539927
22,7,-331.23221972473556,-330.9354195365592
22,8,-331.23221972473556,-419.52053755944064
23,0,-332.6150420741831,-312.9978472115385
23,1,-332.6150420741831,-355.4467269825673
23,2,-332.6150420741831,-457.6456862497509
23,3,-332.6150420741831,-323.26036850844326
23,4,-332.6150420741831,-376.0602749629886
23,5,-332.6150420741831,-206.88379803378538
23,6,-332.6150420741831,-320.00350652618897
23,7,-332.6150420741831,-186.40528034072494
23,8,-332.6150420741831,-245.35354551993228
24,0,-261.6550349909035,-24.587206228933386
24,1,-261.6550349909035,-213.59186653520237
24,2,-261.6550349909035,-82.3892722958205
24,3,-261.6550349909035,-84.37363046004232
24,4,-261.6550349909035,-22.499869936338097
24,5,-261.6550349909035,-187.70070133240105
24,6,-261.6550349909035,-298.65022076216104
24,7,-261.6550349909035,-56.977563634527854
24,8,-261.6550349909035,-168.1937808619219
25,0,-238.87255605447874,-139.2411867775195
25,1,-238.87255605447874,-133.5699044325782
25,2,-238.87255605447874,-184.8514842498097
25,3,-238.87255605447874,-336.9018667214442
25,4,-238.87255605447874,-227.33379122399805
25,5,-238.87255605447874,-244.5725073437549
25,6,-238.87255605447874,-333.58125949949334
25,7,-238.87255605447874,-316.03229323878384
25,8,-238.87255605447874,-155.81287290194513
26,0,-401.9038623887898,-333.96417507785577
26,1,-401.9038623887898,-138.35414145399457
26,2,-401.9038623887898,-202.44631677661675
26,3,-401.9038623887898,-292.12560468683836
26,4,-401.9038623887898,-287.92522517400687
26,5,-401.9038623887898,-407.1868477406559
26,6,-401.9038623887898,-412.575277228198
26,7,-401.9038623887898,-232.91077385369596
26,8,-401.9038623887898,-310.5558605286266
27,0,-333.962016782839,-249.04114382297382
27,1,-333.962016782839,-182.82893103055807
27,2,-333.962016782839,-290.96976588003633
27,3,-333.962016782839,-228.90501996652807
27,4,-333.962016782839,-203.6570362533541
27,5,-333.962016782839,-347.27030306566934
27,6,-333.962016782839,-333.962016782839
27,7,-333.962016782839,-118.39877838570725
27,8,-333.962016782839,-362.2205312035631
28,0,-371.5069457065312,-156.06383374840476
28,1,-371.5069457065312,-181.5918256839657
28,2,-371.5069457065312,-143.35473639473125
28,3,-371.5069457065312,-179.68757795559748
28,4,-371.5069457065312,-242.81849473147116
28,5,-371.5069457065312,-398.3370927987689
28,6,-371.5069457065312,-75.6452715861609
28,7,-371.5069457065312,-399.96559278366783
28,8,-371.5069457065312,-292.2351637048749
29,0,-351.4825849689352,-324.4538218815595
29,1,-351.4825849689352,-143.19527808294623
29,2,-351.4825849689352,-353.13267065631743
29,3,-351.4825849689352,-350.3157457958422
29,4,-351.4825849689352,-452.6397836378526
29,5,-351.4825849689352,-133.4672625526205
29,6,-351.4825849689352,-354.6652329894067
29,7,-351.4825849689352,-210.65950179552902
29,8,-351.4825849689352,-379.6692565633962
30,0,-441.72654171768016,-116.53437312805076
30,1,-441.72654171768016,-19.100139840326047
30,2,-441.72654171768016,-372.78169101687587
30,3,-441.72654171768016,-160.88167412001027
30,4,-441.72654171768016,-124.03395371830906
30,5,-441.72654171768016,-296.4837638893297
30,6,-441.72654171768016,-304.40604677388507
30,7,-441.72654171768016,-279.1576593311714
30,8,-441.72654171768016,-268.6448598672372
