TopicID,RefinedTopicID,OriginalAutoCoherence,OriginalSubjClarity,OriginalSubjConsistency,OriginalSubjCorrelation,OriginalDocIntrDLO,OriginalDocIntrPercent,FreqAddWords,FreqRemoveWords,FreqRemoveArticles,FreqMergeWords,FreqSplitTheme,FreqChangeWordOrder,RefinedWordLength,RefinedDocumentLength,RefinedAutoCoherence,RefindSubjClarity,RefinedSubjConsistency,RefinedSubjCorrelation,RefinedDocIntrDLO,RefinedDocIntrPercent,Duration
29,8,0.05,3.333333333,3.666666667,3.888888889,0,1,0,0,0,3,0,8,21,40,0.07,5,5,5,-1.323279148,0.8,177
14,0,0.03,2.555555556,2.444444444,3.111111111,-2.01001482,0.6,1,1,2,1,3,2,15,38,0.04,4,4,4,-3.118779667,0.4,178
24,7,0.13,4.333333333,4.111111111,3.888888889,0,1,0,0,1,0,0,2,10,39,0.14,5,5,5,-3.234553829,0.6,178
4,6,0.1,4.111111111,3.666666667,4.111111111,0,1,0,0,0,2,0,1,18,40,0.07,5,4,5,0,1,179
5,5,0.23,3.888888889,3.888888889,4,0,1,0,0,0,3,3,8,23,40,0.15,5,4,5,0,1,179
16,8,0.1,3.555555556,3.888888889,3.888888889,-3.866030033,0.6,0,0,2,0,0,3,16,38,0.08,4,5,5,-1.502269806,0.8,179
29,4,0.05,3.333333333,3.666666667,3.888888889,0,1,2,2,3,1,1,0,22,37,0.04,3,3,3,0,1,179
22,6,0.15,3.777777778,3.555555556,4,0,1,0,0,0,1,0,1,20,40,0.06,4,3,4,0,1,181
6,8,0.15,4,4,4.222222222,0,1,1,1,1,3,0,0,22,39,0.17,5,5,5,0,1,182
19,8,0.02,2.666666667,2.777777778,2.555555556,-1.876888431,0.6,1,1,20,3,0,0,10,22,0.01,4,4,4,-1.317879046,0.8,182
10,2,0,2.222222222,2.222222222,2.444444444,-1.313812436,0.2,4,4,0,0,0,0,4,40,-0.02,2,2,3,-0.937157654,0.2,184
13,3,0.08,4.333333333,3.777777778,4.222222222,0,1,0,0,9,2,0,0,13,31,0.14,5,4,5,0,1,185
29,7,0.05,3.333333333,3.666666667,3.888888889,0,1,1,1,2,1,0,1,18,40,0.06,5,5,5,0,1,186
15,5,0.03,2.888888889,3,3.111111111,-1.614898908,0.8,2,2,19,2,0,1,13,21,0.03,4,5,5,0,1,187
18,2,0.11,4,4,4.111111111,0,1,0,0,0,4,0,9,16,40,0.1,5,5,5,0,1,187
12,3,0.09,4,3.777777778,4.222222222,0,1,2,2,6,0,0,0,21,34,0.09,4,4,4,0,1,190
22,2,0.15,3.777777778,3.555555556,4,0,1,0,0,1,2,1,6,19,39,0.07,5,5,5,0,1,190
8,1,0.08,3.777777778,3.333333333,3.888888889,0,1,2,2,1,3,0,5,19,39,0.12,5,5,5,0,1,192
12,6,0.09,4,3.777777778,4.222222222,0,1,0,0,2,0,0,5,15,38,0.11,4,4,4,0,1,195
5,4,0.23,3.888888889,3.888888889,4,0,1,0,0,0,0,0,0,17,40,0.18,5,5,5,0,1,199
9,1,0.03,4.111111111,4,4.111111111,0,1,0,0,5,1,0,2,18,35,0.04,5,5,5,0,1,199
9,0,0.03,4.111111111,4,4.111111111,0,1,1,1,2,1,2,2,19,38,0.01,5,5,5,0,1,200
12,8,0.09,4,3.777777778,4.222222222,0,1,0,0,0,1,0,3,14,40,0.05,3,3,4,-1.696031691,0.8,202
19,4,0.02,2.666666667,2.777777778,2.555555556,-1.876888431,0.6,0,0,0,0,0,1,4,40,-0.01,4,4,4,-1.571851985,0.6,202
11,6,0.11,4,4.111111111,4.222222222,0,1,0,0,2,2,0,2,22,38,0.14,5,4,5,0,1,203
29,0,0.05,3.333333333,3.666666667,3.888888889,0,1,5,5,3,2,0,11,20,37,0.04,5,5,5,0,1,205
7,7,0.02,4.222222222,4.222222222,4,0,1,0,0,1,1,0,2,20,39,0.05,4,4,5,0,1,207
13,6,0.08,4.333333333,3.777777778,4.222222222,0,1,0,0,0,0,0,3,15,40,0.11,4,4,4,0,1,209
10,0,0,2.222222222,2.222222222,2.444444444,-1.313812436,0.2,1,1,1,2,4,1,15,39,0,4,4,4,-0.861336722,0.4,211
1,6,0.06,3.111111111,3.111111111,3.444444444,0,1,0,0,4,1,0,1,20,36,0.07,4,4,4,-3.016580028,0.6,212
17,7,0.03,4,4.444444444,4.222222222,0,1,4,4,0,0,0,0,23,40,0.02,5,5,5,0,1,213
2,3,0.15,4.222222222,4.222222222,4.222222222,0,1,0,0,0,0,0,0,18,40,0.17,4,4,4,0,1,214
25,2,0.08,4.111111111,4.222222222,4.111111111,0,1,0,0,9,2,0,2,20,31,0.07,5,5,5,0,1,214
30,3,0.03,2.333333333,2.444444444,3.111111111,-3.088794216,0.6,0,0,14,1,0,3,11,26,0.05,4,5,4,0,1,214
9,6,0.03,4.111111111,4,4.111111111,0,1,1,1,3,1,2,3,17,37,0.02,5,5,5,0,1,215
19,6,0.02,2.666666667,2.777777778,2.555555556,-1.876888431,0.6,2,2,2,0,2,3,14,38,0.04,4,4,4,-1.435556559,0.6,215
27,4,0.16,4.111111111,3.777777778,3.777777778,0,1,0,0,0,0,0,2,15,40,0.18,5,5,5,0,1,215
16,7,0.1,3.555555556,3.888888889,3.888888889,-3.866030033,0.6,2,2,0,0,0,5,7,40,0.09,5,5,5,-1.32674526,0.8,216
3,6,0,3.777777778,4,3.888888889,-1.311195009,0.8,2,2,0,0,0,8,13,40,0.01,5,5,5,-1.114478681,0.8,217
2,5,0.15,4.222222222,4.222222222,4.222222222,0,1,1,1,0,1,0,5,16,40,0.15,4,4,5,-1.567723111,0.8,220
30,1,0.03,2.333333333,2.444444444,3.111111111,-3.088794216,0.6,0,0,38,0,0,1,6,8,0.01,4,4,4,-4.891292495,0.4,224
30,4,0.03,2.333333333,2.444444444,3.111111111,-3.088794216,0.6,0,0,26,0,1,7,11,26,0.07,5,4,5,-2.833288827,0.6,224
3,4,0,3.777777778,4,3.888888889,-1.311195009,0.8,0,0,0,3,0,1,15,40,-0.01,5,5,5,-1.66721463,0.8,225
23,0,0.05,3.666666667,3.666666667,3.666666667,0,1,6,6,1,1,0,5,22,39,0.11,5,4,5,-1.690803296,0.8,226
30,0,0.03,2.333333333,2.444444444,3.111111111,-3.088794216,0.6,2,2,32,0,0,2,11,8,0.03,4,4,4,-2.759608536,0.6,230
12,7,0.09,4,3.777777778,4.222222222,0,1,0,0,4,0,0,0,19,36,0.07,5,5,5,-1.527070896,0.8,233
27,3,0.16,4.111111111,3.777777778,3.777777778,0,1,0,0,0,0,0,6,17,40,0.15,4,4,4,0,1,240
14,7,0.03,2.555555556,2.444444444,3.111111111,-2.01001482,0.6,2,2,3,1,2,1,21,39,0.01,3,3,3,-2.195431208,0.6,241
8,4,0.08,3.777777778,3.333333333,3.888888889,0,1,2,2,1,1,2,4,19,39,0.11,5,5,5,0,1,242
3,0,0,3.777777778,4,3.888888889,-1.311195009,0.8,1,1,5,0,0,7,14,38,0.02,4,4,4,-3.104461166,0.6,243
30,2,0.03,2.333333333,2.444444444,3.111111111,-3.088794216,0.6,0,0,12,3,2,7,20,28,0.05,3,4,4,0,1,244
27,1,0.16,4.111111111,3.777777778,3.777777778,0,1,2,2,6,0,0,11,15,34,0.14,4,4,4,0,1,246
3,5,0,3.777777778,4,3.888888889,-1.311195009,0.8,1,1,1,1,0,7,21,39,0.01,5,5,5,-3.244786627,0.6,247
0,2,0.18,4.222222222,3.777777778,4.333333333,0,1,0,0,0,1,0,3,18,40,0.13,4,4,4,0,1,249
2,0,0.15,4.222222222,4.222222222,4.222222222,0,1,9,9,2,0,0,7,13,38,0.17,5,4,5,0,1,251
24,2,0.13,4.333333333,4.111111111,3.888888889,0,1,0,0,6,0,5,3,12,34,0.14,4,4,4,0,1,253
25,6,0.08,4.111111111,4.222222222,4.111111111,0,1,1,1,2,1,3,1,19,38,0.02,5,5,5,0,1,256
28,4,0.11,2.777777778,3,3.333333333,0,1,0,0,5,3,0,0,16,39,0.09,4,4,5,-1.409846274,0.8,256
13,0,0.08,4.333333333,3.777777778,4.222222222,0,1,2,2,8,0,0,4,19,34,0.1,5,4,5,-1.343041087,0.8,258
30,8,0.03,2.333333333,2.444444444,3.111111111,-3.088794216,0.6,2,2,6,1,2,2,16,34,0.05,4,4,4,-2.857478904,0.6,264
5,1,0.23,3.888888889,3.888888889,4,0,1,6,6,0,0,0,6,11,40,0.2,4,4,4,0,1,267
19,2,0.02,2.666666667,2.777777778,2.555555556,-1.876888431,0.6,3,3,14,0,0,6,13,26,0.01,5,5,5,0,1,269
6,7,0.15,4,4,4.222222222,0,1,2,2,1,1,0,4,17,39,0.16,4,4,5,0,1,273
26,4,0.11,2.555555556,2.555555556,2.666666667,-5.51721327,0.2,0,0,0,3,0,1,21,40,0.13,4,4,4,-3.390296218,0.6,274
27,5,0.16,4.111111111,3.777777778,3.777777778,0,1,0,0,0,2,0,7,20,40,0.13,5,4,5,-1.805633359,0.8,275
5,2,0.23,3.888888889,3.888888889,4,0,1,5,5,0,4,0,3,21,40,0.19,4,4,4,0,1,277
11,5,0.11,4,4.111111111,4.222222222,0,1,0,0,5,1,1,3,21,37,0.14,4,4,4,-3.049985274,0.6,278
4,8,0.1,4.111111111,3.666666667,4.111111111,0,1,3,3,2,1,0,5,23,38,0.1,5,5,5,-1.353956273,0.8,281
10,3,0,2.222222222,2.222222222,2.444444444,-1.313812436,0.2,0,0,0,5,0,4,29,40,0.03,4,4,4,-0.269435516,0.8,282
18,7,0.11,4,4,4.111111111,0,1,4,4,7,0,0,0,22,33,0.01,5,5,5,0,1,282
18,8,0.11,4,4,4.111111111,0,1,0,0,0,0,6,1,7,40,0.21,4,4,4,-1.769474559,0.8,282
30,6,0.03,2.333333333,2.444444444,3.111111111,-3.088794216,0.6,0,0,9,0,1,0,17,36,0.01,4,4,4,-1.480741152,0.8,282
13,8,0.08,4.333333333,3.777777778,4.222222222,0,1,0,0,2,1,0,4,15,38,0.11,5,5,5,0,1,283
16,2,0.1,3.555555556,3.888888889,3.888888889,-3.866030033,0.6,2,2,9,1,4,2,13,31,0.13,5,5,5,0,1,287
1,7,0.06,3.111111111,3.111111111,3.444444444,0,1,2,2,9,1,0,0,16,31,0.06,4,5,4,0,1,289
2,1,0.15,4.222222222,4.222222222,4.222222222,0,1,0,0,0,3,0,0,15,40,0.11,5,5,5,0,1,292
13,4,0.08,4.333333333,3.777777778,4.222222222,0,1,1,1,1,2,3,3,17,39,0.05,5,5,5,0,1,295
0,6,0.18,4.222222222,3.777777778,4.333333333,0,1,1,1,18,0,0,0,15,24,0.11,4,4,4,0,1,297
22,0,0.15,3.777777778,3.555555556,4,0,1,6,6,17,0,6,8,19,23,0.05,4,3,4,0,1,297
13,7,0.08,4.333333333,3.777777778,4.222222222,0,1,0,0,0,2,0,7,12,40,0.06,5,5,5,0,1,301
15,4,0.03,2.888888889,3,3.111111111,-1.614898908,0.8,2,2,18,2,0,2,24,24,0.03,5,4,5,-1.461082068,0.8,301
7,5,0.02,4.222222222,4.222222222,4,0,1,5,5,1,2,0,7,22,39,0.06,4,4,4,-2.518473322,0.6,305
22,1,0.15,3.777777778,3.555555556,4,0,1,0,0,0,7,0,0,46,40,0.05,4,4,4,-1.262956606,0.8,312
22,7,0.15,3.777777778,3.555555556,4,0,1,2,2,0,0,0,16,20,40,0.1,4,4,4,-3.016667423,0.6,312
0,0,0.18,4.222222222,3.777777778,4.333333333,0,1,0,0,8,1,2,6,15,34,0.04,4,4,4,0,1,313
18,5,0.11,4,4,4.111111111,0,1,0,0,8,0,0,0,7,34,0.23,4,4,4,0,1,317
15,2,0.03,2.888888889,3,3.111111111,-1.614898908,0.8,6,6,0,5,0,4,24,40,-0.02,4,4,4,0,1,323
8,0,0.08,3.777777778,3.333333333,3.888888889,0,1,10,10,3,1,0,3,30,39,0.06,5,4,5,0,1,327
28,0,0.11,2.777777778,3,3.333333333,0,1,1,1,21,0,0,0,13,21,0.08,4,4,4,0,1,327
23,5,0.05,3.666666667,3.666666667,3.666666667,0,1,1,1,6,1,0,4,16,36,0.12,4,4,4,0,1,329
2,6,0.15,4.222222222,4.222222222,4.222222222,0,1,4,4,0,0,0,9,24,40,0.13,5,5,5,0,1,338
24,8,0.13,4.333333333,4.111111111,3.888888889,0,1,2,2,14,2,3,3,19,26,0.08,5,5,5,0,1,338
23,7,0.05,3.666666667,3.666666667,3.666666667,0,1,6,6,8,3,0,0,16,32,0.04,5,5,5,-1.922330412,0.8,341
8,2,0.08,3.777777778,3.333333333,3.888888889,0,1,2,2,14,1,8,4,13,32,0.08,5,5,5,0,1,342
14,2,0.03,2.555555556,2.444444444,3.111111111,-2.01001482,0.6,0,0,30,1,0,1,8,14,0.11,3,3,3,0,1,347
14,6,0.03,2.555555556,2.444444444,3.111111111,-2.01001482,0.6,3,3,7,1,3,1,16,33,0.06,4,4,4,-5.93489626,0,352
